Requete;Triplet_1;Triplet_2;Triplet_3;Triplet_4;Estimation_1;Estimation_2;Estimation_3;Estimation_4
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country148};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country148;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country110};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country110;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;4;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country124};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country124;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country53};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country53;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;6;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country217};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country217;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country135};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country135;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country179};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country179;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country110};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country110;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;4;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country67};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country67;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country54};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country54;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;3;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country51};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country51;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country129};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country129;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country96};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country96;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country113};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country113;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country74};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country74;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country87};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country87;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country74};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country74;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country129};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country129;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country208};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country208;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;3;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country143};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country143;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country228};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country228;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country196};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country196;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country74};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country74;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country111};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country111;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country168};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country168;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country184};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country184;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;3;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country66};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country66;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country228};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country228;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country224};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country224;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country33};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country33;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;4;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country53};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country53;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;6;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country184};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country184;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;3;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country183};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country183;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country13};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country13;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;8;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country168};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country168;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country33};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country33;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;4;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country201};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country201;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country14};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country14;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;16;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country224};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country224;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country60};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country60;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country145};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country145;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country51};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country51;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country144};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country144;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country36};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country36;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country34};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country34;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;6;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country183};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country183;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country131};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country131;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country8};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country8;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;16;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country86};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country86;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country171};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country171;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country67};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country67;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country243};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country243;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country13};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country13;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;8;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country225};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country225;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country124};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country124;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country148};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country148;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;1;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country160};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country160;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;2;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country86};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country86;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country113};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country113;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
Select ?v0 WHERE {?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0 . ?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country111};?v0 http://schema.org/nationality http://db.uwaterloo.ca/~galuc/wsdbm/Country111;?v0 http://db.uwaterloo.ca/~galuc/wsdbm/likes http://db.uwaterloo.ca/~galuc/wsdbm/Product0;;;0;296;;;
